alt,,sadness,nervousness,fear,suffering,horror,disappointment,health,confusion,shame,anger
time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,time_series_anxiety_forecast_21_7_var_p19_errors.csv,medium,-,-,small,-,medium,-,large,medium,medium
time_series_anxiety_forecast_7_7_prophet_errors.csv,time_series_anxiety_forecast_21_7_var_p19_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_var_p5_errors.csv,time_series_anxiety_forecast_21_7_var_p19_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_arima_p12_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,-,small,medium,medium,-,-,-,-,-,medium
time_series_anxiety_forecast_14_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,large,large,large,medium,medium,-,medium,medium,large
time_series_anxiety_forecast_14_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,medium,large,large,large,large,medium,-,large,medium,large
time_series_anxiety_forecast_14_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,medium,medium,large,medium,large,-,large,large,large
time_series_anxiety_forecast_14_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,medium,large,large,large,large,-,large,medium,large
time_series_anxiety_forecast_14_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,-,-,medium,-,-,-,-,-,-,medium
time_series_anxiety_forecast_14_7_var_p12_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,small,small,medium,-,small,-,small,-,-,medium
time_series_anxiety_forecast_21_7_arima_p19_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,-,-,small,medium,small,small,small,small,-,small
time_series_anxiety_forecast_21_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,large,large,large,large,large,-,large,large,large
time_series_anxiety_forecast_21_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,medium,large,medium,large,large,-,large,large,large
time_series_anxiety_forecast_21_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,large,large,large,large,large,small,large,large,large
time_series_anxiety_forecast_21_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,medium,medium,large,large,large,large,-,large,large,large
time_series_anxiety_forecast_21_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_var_p19_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,small,small,medium,small,small,small,small,small,small,medium
time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,medium,large,large,large,large,-,medium,medium,large
time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,medium,large,large,large,large,medium,-,large,medium,large
time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,medium,large,large,medium,large,-,large,medium,large
time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,large,large,large,large,large,large,-,large,large,large
time_series_anxiety_forecast_7_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,-,-,-,small,-,-,-,-,-,small
time_series_anxiety_forecast_7_7_var_p5_errors.csv,time_series_anxiety_forecast_7_7_arima_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_arima_p12_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,small,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,small,-,-,-
time_series_anxiety_forecast_14_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_var_p12_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_arima_p19_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,small,-,-
time_series_anxiety_forecast_21_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,small,-,-
time_series_anxiety_forecast_21_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,small
time_series_anxiety_forecast_21_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_var_p19_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_arima_p5_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,small,-,-,-,-,small,-,-
time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,small,-,small,-,-
time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,small,-,-,-,-,-,small,-,-
time_series_anxiety_forecast_7_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_var_p5_errors.csv,time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_arima_p12_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,small,-,-,small,-,-,-,-,-,small
time_series_anxiety_forecast_14_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,small,-,-,small,small
time_series_anxiety_forecast_14_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_var_p12_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_arima_p19_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,medium,-,-,-,-,-,medium
time_series_anxiety_forecast_21_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,small,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,small,-,-,medium,-,-,-,-,small,medium
time_series_anxiety_forecast_21_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_var_p19_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_arima_p5_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,medium,-,medium,-,-,small,small
time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,medium,-,-,-,small
time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,small,-,-,small,-,-,-,-,small,-
time_series_anxiety_forecast_7_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_var_p5_errors.csv,time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_arima_p12_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,small,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_var_p12_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_arima_p19_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,medium,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,small,small,-,small,-,-,-,-,-,small
time_series_anxiety_forecast_21_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_var_p19_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_arima_p5_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,medium,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_var_p5_errors.csv,time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_arima_p12_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,small
time_series_anxiety_forecast_14_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,medium,-,-,-,-,-
time_series_anxiety_forecast_14_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,small,small,-,-,medium
time_series_anxiety_forecast_14_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,small,-,small,-,-,-
time_series_anxiety_forecast_14_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_var_p12_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_arima_p19_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,small,-,-,-,-,-,medium
time_series_anxiety_forecast_21_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,small,-,-,small,-,-
time_series_anxiety_forecast_21_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,small,-,-,small,-,-,small,-,-,medium
time_series_anxiety_forecast_21_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,small,-,-,-
time_series_anxiety_forecast_21_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_var_p19_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_arima_p5_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,small,-,small,-,-,-,medium
time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,small,-,small,-,-,small,-,-
time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,medium,-,-,-,small
time_series_anxiety_forecast_7_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_var_p5_errors.csv,time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_arima_p12_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,-,medium,medium,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,large,large,large,medium,-,medium,large,large
time_series_anxiety_forecast_14_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,medium,large,large,large,large,medium,-,large,medium,large
time_series_anxiety_forecast_14_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,medium,large,medium,large,-,large,large,large
time_series_anxiety_forecast_14_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,large,medium,large,large,-,large,medium,large
time_series_anxiety_forecast_14_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,-,medium,medium,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_var_p12_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,small,medium,medium,-,small,-,-,-,-,small
time_series_anxiety_forecast_21_7_arima_p19_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,-,-,small,-,small,small,small,small,-,-
time_series_anxiety_forecast_21_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,large,large,large,medium,-,large,large,large
time_series_anxiety_forecast_21_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,large,medium,large,large,-,large,large,large
time_series_anxiety_forecast_21_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,large,large,large,large,-,large,large,large
time_series_anxiety_forecast_21_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,medium,large,large,medium,large,large,-,large,large,large
time_series_anxiety_forecast_21_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_var_p19_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,small,medium,medium,-,small,small,small,small,small,medium
time_series_anxiety_forecast_7_7_arima_p5_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,large,large,large,large,-,large,large,large
time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,medium,large,large,large,large,medium,-,large,large,large
time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,medium,large,medium,medium,large,-,large,large,large
time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,large,large,large,large,large,large,-,large,large,large
time_series_anxiety_forecast_7_7_var_p5_errors.csv,time_series_anxiety_forecast_7_7_prophet_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_arima_p12_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_14_7_var_p12_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_arima_p19_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,medium,-,-
time_series_anxiety_forecast_21_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,medium,-,-
time_series_anxiety_forecast_21_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,medium,-,-
time_series_anxiety_forecast_21_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,medium,-,-
time_series_anxiety_forecast_21_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_21_7_var_p19_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_arima_p5_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mae_sgd_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mse_rmsprop_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_mse_sgd_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
time_series_anxiety_forecast_7_7_prophet_errors.csv,time_series_anxiety_forecast_7_7_var_p5_errors.csv,-,-,-,-,-,-,-,-,-,-
